participant;level;emoji;image;target_emotion;model_probability;label_1;label_2;label_3;success_labeler_1;success_labeler_2;success_labeler_3;agreement;include_in_dataset
19;4;8;1700824753632.png;Sadness;0.4925;Sadness;Sadness;Sadness;1;1;1;3;1
19;4;9;1700824755053.png;Fear;0.3341;Surprise;Fear;Fear;0;1;1;2;1
19;4;10;1700824756961.png;Anger;0.3058;Sadness;Sadness;Sadness;0;0;0;0;0
19;4;11;1700824758611.png;Happiness;0.9904;Happiness;Happiness;Happiness;1;1;1;3;1
19;4;12;1700824760644.png;Disgust;0.854;Fear;Disgust;Disgust;0;1;1;2;1
19;4;13;1700824761953.png;Happiness;0.9932;Happiness;Happiness;Happiness;1;1;1;3;1
19;4;14;1700824763660.png;Anger;0.3184;Sadness;Anger;Sadness;0;1;0;1;0
19;4;15;1700824765382.png;Disgust;0.9226;Sadness;Anger;Disgust;0;0;1;1;0
19;4;16;1700824767681.png;Fear;0.2792;Surprise;Fear;Fear;0;1;1;2;1
19;4;17;1700824769641.png;Sadness;0.4929;Sadness;Sadness;Sadness;1;1;1;3;1
19;4;18;1700824771615.png;Neutral;0.5965;Neutral;Neutral;Neutral;1;1;1;3;1
19;4;19;1700824772745.png;Surprise;0.8729;Surprise;Fear;Surprise;1;0;1;2;1
19;4;20;1700824774956.png;Sadness;0.3516;Sadness;Sadness;Sadness;1;1;1;3;1
19;4;21;1700824775987.png;Surprise;0.8194;Surprise;Surprise;Surprise;1;1;1;3;1
19;4;22;1700824777923.png;Anger;0.3844;Sadness;Sadness;Sadness;0;0;0;0;0
19;4;23;1700824779777.png;Fear;0.2394;Surprise;Fear;Surprise;0;1;0;1;0
19;4;24;1700824781306.png;Happiness;0.9379;Happiness;Happiness;Happiness;1;1;1;3;1
19;4;25;1700824783839.png;Fear;0.1516;Surprise;Fear;Fear;0;1;1;2;1
19;4;26;1700824784678.png;Disgust;0.1254;Sadness;Sadness;Sadness;0;0;0;0;0
19;4;27;1700824787041.png;Surprise;0.0611;Happiness;Happiness;Happiness;0;0;0;0;0
20;1;0;1700825721947.png;Anger;0.3663;Sadness;Sadness;Anger;0;0;1;1;0
20;1;1;1700825725786.png;Sadness;0.4415;Sadness;Sadness;Anger;1;1;0;2;1
20;1;2;1700825727753.png;Happiness;0.9662;Happiness;Happiness;Happiness;1;1;1;3;1
20;1;3;1700825730003.png;Anger;0.5566;Sadness;Anger;Anger;0;1;1;2;1
20;1;4;1700825733097.png;Anger;0.4039;Sadness;Sadness;Anger;0;0;1;1;0
20;1;5;1700825735489.png;Sadness;0.3248;Sadness;Anger;Sadness;1;0;1;2;1
20;1;6;1700825737631.png;Happiness;0.9008;Happiness;Happiness;Happiness;1;1;1;3;1
20;1;7;1700825740957.png;Sadness;0.3588;Sadness;Sadness;Sadness;1;1;1;3;1
20;1;8;1700825742948.png;Happiness;0.9842;Happiness;Happiness;Happiness;1;1;1;3;1
20;2;0;1700825809793.png;Neutral;0.6643;Neutral;Neutral;Neutral;1;1;1;3;1
20;2;1;1700825813580.png;Disgust;0.4503;Anger;Disgust;Disgust;0;1;1;2;1
20;2;2;1700825815495.png;Surprise;0.9603;Surprise;Surprise;Surprise;1;1;1;3;1
20;2;3;1700825817672.png;Fear;0.5572;Surprise;Fear;Fear;0;1;1;2;1
20;2;4;1700825820811.png;Disgust;0.0432;Sadness;Anger;Anger;0;0;0;0;0
20;2;5;1700825823267.png;Disgust;0.4022;Anger;Anger;Disgust;0;0;1;1;0
20;2;6;1700825826163.png;Fear;0.3046;Surprise;Surprise;Neutral;0;0;0;0;0
20;2;7;1700825828652.png;Neutral;0.6055;Neutral;Neutral;Neutral;1;1;1;3;1
20;2;8;1700825830739.png;Surprise;0.9725;Surprise;Surprise;Surprise;1;1;1;3;1
20;2;9;1700825833289.png;Surprise;0.8765;Surprise;Surprise;Fear;1;1;0;2;1
20;2;10;1700825835360.png;Fear;0.076;Neutral;Neutral;Neutral;0;0;0;0;0
20;2;11;1700825838306.png;Neutral;0.5787;Neutral;Neutral;Neutral;1;1;1;3;1
20;3;0;1700825919121.png;Neutral;0.6685;Neutral;Neutral;Neutral;1;1;1;3;1
20;3;1;1700825922335.png;Disgust;0.8949;Disgust;Anger;Anger;1;0;0;1;0
20;3;2;1700825923321.png;Anger;0.1564;Neutral;Neutral;Neutral;0;0;0;0;0
20;3;3;1700825926618.png;Surprise;0.8224;Surprise;Surprise;Surprise;1;1;1;3;1
20;3;4;1700825928719.png;Happiness;0.9838;Happiness;Happiness;Happiness;1;1;1;3;1
20;3;5;1700825929612.png;Fear;0.2903;Surprise;Surprise;Fear;0;0;1;1;0
20;3;6;1700825931746.png;Sadness;0.3248;Sadness;Sadness;Sadness;1;1;1;3;1
20;3;7;1700825933717.png;Sadness;0.3595;Sadness;Sadness;Anger;1;1;0;2;1
20;3;8;1700825936279.png;Anger;0.2956;Anger;Anger;Anger;1;1;1;3;1
20;3;9;1700825938150.png;Disgust;0.9325;Disgust;Disgust;Disgust;1;1;1;3;1
20;3;10;1700825940454.png;Anger;0.3353;Sadness;Sadness;Anger;0;0;1;1;0
20;3;11;1700825942878.png;Happiness;0.8607;Happiness;Happiness;Happiness;1;1;1;3;1
20;3;12;1700825943475.png;Neutral;0.6198;Neutral;Neutral;Neutral;1;1;1;3;1
20;3;13;1700825946184.png;Surprise;0.8363;Surprise;Surprise;Surprise;1;1;1;3;1
20;3;14;1700825947604.png;Neutral;0.6672;Neutral;Neutral;Neutral;1;1;1;3;1
20;3;15;1700825949713.png;Sadness;0.3851;Sadness;Sadness;Sadness;1;1;1;3;1
20;3;16;1700825952607.png;Fear;0.4813;Surprise;Fear;Fear;0;1;1;2;1
20;3;17;1700825954513.png;Happiness;0.9855;Happiness;Happiness;Happiness;1;1;1;3;1
20;3;18;1700825956903.png;Disgust;0.5367;Anger;Disgust;Anger;0;1;0;1;0
20;3;19;1700825958707.png;Surprise;0.8099;Surprise;Surprise;Surprise;1;1;1;3;1
20;3;20;1700825960070.png;Fear;0.0786;Surprise;Fear;Fear;0;1;1;2;1
20;4;0;1700826090300.png;Disgust;0.5492;Disgust;Anger;Disgust;1;0;1;2;1
20;4;1;1700826091437.png;Sadness;0.4594;Sadness;Sadness;Sadness;1;1;1;3;1
20;4;2;1700826093086.png;Neutral;0.6228;Neutral;Neutral;Neutral;1;1;1;3;1
20;4;3;1700826094915.png;Surprise;0.9516;Surprise;Surprise;Surprise;1;1;1;3;1
20;4;4;1700826096902.png;Neutral;0.627;Neutral;Neutral;Neutral;1;1;1;3;1
20;4;5;1700826098806.png;Neutral;0.6609;Neutral;Neutral;Neutral;1;1;1;3;1
20;4;6;1700826100390.png;Happiness;0.9363;Happiness;Happiness;Happiness;1;1;1;3;1
20;4;7;1700826102252.png;Anger;0.534;Sadness;Anger;Neutral;0;1;0;1;0
20;4;8;1700826104247.png;Sadness;0.2981;Sadness;Sadness;Anger;1;1;0;2;1
20;4;9;1700826105123.png;Fear;0.6079;Surprise;Fear;Surprise;0;1;0;1;0
20;4;10;1700826107312.png;Anger;0.3868;Anger;Disgust;Anger;1;0;1;2;1
20;4;11;1700826109535.png;Happiness;0.9566;Happiness;Happiness;Happiness;1;1;1;3;1
20;4;12;1700826111196.png;Disgust;0.2918;Anger;Disgust;Disgust;0;1;1;2;1
20;4;13;1700826112906.png;Happiness;0.9483;Happiness;Happiness;Happiness;1;1;1;3;1
20;4;14;1700826114833.png;Anger;0.1836;Neutral;Neutral;Neutral;0;0;0;0;0
20;4;15;1700826115966.png;Disgust;0.0352;Neutral;Neutral;Neutral;0;0;0;0;0
20;4;16;1700826117376.png;Fear;0.0046;Happiness;Happiness;Happiness;0;0;0;0;0
20;4;17;1700826119685.png;Sadness;0.3708;Sadness;Sadness;Sadness;1;1;1;3;1
20;4;18;1700826121348.png;Neutral;0.6398;Neutral;Neutral;Neutral;1;1;1;3;1
20;4;19;1700826123720.png;Surprise;0.6796;Surprise;Fear;Fear;1;0;0;1;0
20;4;20;1700826125129.png;Sadness;0.3924;Sadness;Anger;Sadness;1;0;1;2;1
20;4;21;1700826126840.png;Surprise;0.8879;Surprise;Fear;Surprise;1;0;1;2;1
20;4;22;1700826128825.png;Anger;0.3678;Anger;Anger;Anger;1;1;1;3;1
20;4;23;1700826130392.png;Fear;0.7746;Surprise;Fear;Fear;0;1;1;2;1
20;4;24;1700826132330.png;Happiness;0.9372;Happiness;Happiness;Happiness;1;1;1;3;1
20;4;25;1700826133775.png;Fear;0.5873;Surprise;Fear;Fear;0;1;1;2;1
20;4;26;1700826135791.png;Disgust;0.0816;Disgust;Anger;Anger;1;0;0;1;0
20;4;27;1700826137710.png;Surprise;0.6684;Disgust;Fear;Fear;0;0;0;0;0
21;1;0;1700827567149.png;Anger;0.1562;Sadness;Sadness;Disgust;0;0;0;0;0
21;1;1;1700827570195.png;Sadness;0.2448;Sadness;Sadness;Sadness;1;1;1;3;1
21;1;2;1700827573138.png;Happiness;0.9833;Happiness;Happiness;Happiness;1;1;1;3;1
21;1;3;1700827575430.png;Anger;0.1478;Sadness;Disgust;Disgust;0;0;0;0;0
21;1;4;1700827578003.png;Anger;0.2314;Sadness;Sadness;Sadness;0;0;0;0;0
21;1;5;1700827580897.png;Sadness;0.2807;Sadness;Sadness;Sadness;1;1;1;3;1
21;1;6;1700827583373.png;Happiness;0.8987;Happiness;Happiness;Happiness;1;1;1;3;1
21;1;7;1700827585898.png;Sadness;0.1492;Sadness;Sadness;Sadness;1;1;1;3;1
21;1;8;1700827588343.png;Happiness;0.9846;Happiness;Happiness;Happiness;1;1;1;3;1
21;2;0;1700827659452.png;Neutral;0.5287;Neutral;Neutral;Neutral;1;1;1;3;1
21;2;1;1700827662172.png;Disgust;0.0269;Sadness;Anger;Disgust;0;0;1;1;0
21;2;2;1700827663943.png;Surprise;0.8635;Surprise;Surprise;Surprise;1;1;1;3;1
21;2;3;1700827667507.png;Fear;0.0618;Surprise;Fear;Neutral;0;1;0;1;0
21;2;4;1700827668398.png;Disgust;0.1642;Disgust;Disgust;Disgust;1;1;1;3;1
21;2;5;1700827670890.png;Disgust;0.0652;Disgust;Sadness;Anger;1;0;0;1;0
21;2;6;1700827674983.png;Fear;0.0172;Surprise;Surprise;Surprise;0;0;0;0;0
21;2;7;1700827676220.png;Neutral;0.5426;Neutral;Neutral;Neutral;1;1;1;3;1
21;2;8;1700827679341.png;Surprise;0.7504;Surprise;Surprise;Fear;1;1;0;2;1
21;2;9;1700827681700.png;Surprise;0.7729;Surprise;Fear;Surprise;1;0;1;2;1
21;2;10;1700827683811.png;Fear;0.0249;Sadness;Sadness;Sadness;0;0;0;0;0
21;2;11;1700827687061.png;Neutral;0.5342;Neutral;Neutral;Neutral;1;1;1;3;1
21;3;0;1700827788949.png;Neutral;0.5729;Neutral;Neutral;Neutral;1;1;1;3;1
21;3;1;1700827791882.png;Disgust;0.058;Sadness;Sadness;Sadness;0;0;0;0;0
21;3;2;1700827793709.png;Anger;0.1643;Disgust;Anger;Disgust;0;1;0;1;0
21;3;3;1700827795416.png;Surprise;0.7921;Surprise;Surprise;Fear;1;1;0;2;1
21;3;4;1700827797519.png;Happiness;0.9788;Happiness;Happiness;Happiness;1;1;1;3;1
21;3;5;1700827800113.png;Fear;0.0216;Surprise;Surprise;Surprise;0;0;0;0;0
21;3;6;1700827802046.png;Sadness;0.2648;Sadness;Sadness;Sadness;1;1;1;3;1
21;3;7;1700827804218.png;Sadness;0.2913;Sadness;Sadness;Anger;1;1;0;2;1
21;3;8;1700827805351.png;Anger;0.1582;Disgust;Neutral;Neutral;0;0;0;0;0
21;3;9;1700827807807.png;Disgust;0.4679;Disgust;Sadness;Disgust;1;0;1;2;1
21;3;10;1700827810317.png;Anger;0.165;Sadness;Sadness;Anger;0;0;1;1;0
21;3;11;1700827811945.png;Happiness;0.8933;Happiness;Happiness;Happiness;1;1;1;3;1
21;3;12;1700827814313.png;Neutral;0.5818;Neutral;Neutral;Neutral;1;1;1;3;1
21;3;13;1700827815913.png;Surprise;0.7525;Surprise;Surprise;Surprise;1;1;1;3;1
21;3;14;1700827817441.png;Neutral;0.5729;Neutral;Neutral;Neutral;1;1;1;3;1
21;3;15;1700827819680.png;Sadness;0.2818;Sadness;Sadness;Sadness;1;1;1;3;1
21;3;16;1700827820979.png;Fear;0.0154;Sadness;Sadness;Sadness;0;0;0;0;0
21;3;17;1700827824071.png;Happiness;0.8807;Happiness;Happiness;Happiness;1;1;1;3;1
21;3;18;1700827826274.png;Disgust;0.2901;Sadness;Sadness;Disgust;0;0;1;1;0
21;3;19;1700827827673.png;Surprise;0.7454;Surprise;Surprise;Surprise;1;1;1;3;1
21;3;20;1700827830303.png;Fear;0.0373;Surprise;Disgust;Neutral;0;0;0;0;0
21;4;0;1700827968019.png;Disgust;0.0074;Sadness;Sadness;Sadness;0;0;0;0;0
21;4;1;1700827969427.png;Sadness;0.2904;Sadness;Sadness;Sadness;1;1;1;3;1
21;4;2;1700827971512.png;Neutral;0.4776;Neutral;Neutral;Neutral;1;1;1;3;1
21;4;3;1700827973082.png;Surprise;0.78;Surprise;Surprise;Fear;1;1;0;2;1
21;4;4;1700827975241.png;Neutral;0.5151;Neutral;Neutral;Neutral;1;1;1;3;1
21;4;5;1700827976309.png;Neutral;0.4998;Neutral;Neutral;Neutral;1;1;1;3;1
21;4;6;1700827978518.png;Happiness;0.9727;Happiness;Happiness;Happiness;1;1;1;3;1
21;4;7;1700827980647.png;Anger;0.156;Sadness;Sadness;Disgust;0;0;0;0;0
21;4;8;1700827982043.png;Sadness;0.3659;Sadness;Sadness;Sadness;1;1;1;3;1
21;4;9;1700827984113.png;Fear;0.0409;Fear;Fear;Fear;1;1;1;3;1
21;4;10;1700827985614.png;Anger;0.1432;Disgust;Anger;Disgust;0;1;0;1;0
21;4;11;1700827987637.png;Happiness;0.9189;Happiness;Happiness;Happiness;1;1;1;3;1
21;4;12;1700827988431.png;Disgust;0.4303;Disgust;Disgust;Disgust;1;1;1;3;1
21;4;13;1700827991208.png;Happiness;0.876;Happiness;Happiness;Happiness;1;1;1;3;1
21;4;14;1700827992617.png;Anger;0.1519;Sadness;Sadness;Sadness;0;0;0;0;0
21;4;15;1700827993664.png;Disgust;0.2938;Sadness;Sadness;Anger;0;0;0;0;0
21;4;16;1700827996407.png;Fear;0.009;Disgust;Surprise;Fear;0;0;1;1;0
21;4;17;1700827997982.png;Sadness;0.2335;Sadness;Sadness;Anger;1;1;0;2;1
21;4;18;1700827999979.png;Neutral;0.5294;Neutral;Neutral;Neutral;1;1;1;3;1
21;4;19;1700828000810.png;Surprise;0.7068;Surprise;Fear;Surprise;1;0;1;2;1
21;4;20;1700828002492.png;Sadness;0.2815;Sadness;Sadness;Sadness;1;1;1;3;1
21;4;21;1700828004497.png;Surprise;0.7191;Surprise;Fear;Surprise;1;0;1;2;1
21;4;22;1700828006807.png;Anger;0.2013;Disgust;Anger;Anger;0;1;1;2;1
21;4;23;1700828008465.png;Fear;0.0326;Sadness;Sadness;Sadness;0;0;0;0;0
21;4;24;1700828010479.png;Happiness;0.9299;Happiness;Happiness;Happiness;1;1;1;3;1
21;4;25;1700828012155.png;Fear;0.0188;Sadness;Sadness;Sadness;0;0;0;0;0
21;4;26;1700828013068.png;Disgust;0.0928;Happiness;Happiness;Happiness;0;0;0;0;0
21;4;27;1700828015466.png;Surprise;0.7925;Surprise;Surprise;Surprise;1;1;1;3;1
22;1;0;1700829945884.png;Anger;0.2206;Neutral;Neutral;Neutral;0;0;0;0;0
22;1;1;1700829947221.png;Sadness;0.3852;Neutral;Neutral;Neutral;0;0;0;0;0
22;1;2;1700829950699.png;Happiness;0.6864;Happiness;Happiness;Happiness;1;1;1;3;1
22;1;3;1700829953692.png;Anger;0.2046;Sadness;Sadness;Anger;0;0;1;1;0
22;1;4;1700829955098.png;Anger;0.2346;Neutral;Neutral;Neutral;0;0;0;0;0
22;1;5;1700829958192.png;Sadness;0.3667;Neutral;Neutral;Surprise;0;0;0;0;0
22;1;6;1700829960945.png;Happiness;0.4202;Happiness;Happiness;Happiness;1;1;1;3;1
22;1;7;1700829963899.png;Sadness;0.3566;Neutral;Neutral;Sadness;0;0;1;1;0
22;1;8;1700829966413.png;Happiness;0.8539;Happiness;Happiness;Happiness;1;1;1;3;1
22;2;0;1700830030854.png;Neutral;0.5083;Neutral;Neutral;Anger;1;1;0;2;1
22;2;1;1700830033883.png;Disgust;0.0275;Fear;Disgust;Disgust;0;1;1;2;1
22;2;2;1700830036458.png;Surprise;0.681;Surprise;Fear;Surprise;1;0;1;2;1
22;2;3;1700830038995.png;Fear;0.0376;Neutral;Neutral;Neutral;0;0;0;0;0
22;2;4;1700830041431.png;Disgust;0.1311;Surprise;Anger;Fear;0;0;0;0;0
22;2;5;1700830044002.png;Disgust;0.0255;Neutral;Surprise;Surprise;0;0;0;0;0
22;2;6;1700830045535.png;Fear;0.284;Neutral;Neutral;Disgust;0;0;0;0;0
22;2;7;1700830048351.png;Neutral;0.5146;Neutral;Neutral;Sadness;1;1;0;2;1
22;2;8;1700830051701.png;Surprise;0.6967;Surprise;Fear;Surprise;1;0;1;2;1
22;2;9;1700830053944.png;Surprise;0.6537;Surprise;Fear;Surprise;1;0;1;2;1
22;2;10;1700830055731.png;Fear;0.1614;Surprise;Neutral;Neutral;0;0;0;0;0
22;2;11;1700830058808.png;Neutral;0.4876;Neutral;Neutral;Neutral;1;1;1;3;1
22;3;0;1700830142490.png;Neutral;0.5192;Neutral;Neutral;Neutral;1;1;1;3;1
22;3;1;1700830145664.png;Disgust;0.0177;Surprise;Disgust;Neutral;0;1;0;1;0
22;3;2;1700830146753.png;Anger;0.186;Neutral;Anger;Disgust;0;1;0;1;0
22;3;3;1700830149264.png;Surprise;0.7149;Surprise;Fear;Surprise;1;0;1;2;1
22;3;4;1700830151296.png;Happiness;0.3277;Happiness;Happiness;Happiness;1;1;1;3;1
22;3;5;1700830153819.png;Fear;0.0659;Neutral;Neutral;Neutral;0;0;0;0;0
22;3;6;1700830154851.png;Sadness;0.3444;Neutral;Sadness;Anger;0;1;0;1;0
22;3;7;1700830157857.png;Sadness;0.3798;Sadness;Sadness;Anger;1;1;0;2;1
22;3;8;1700830158661.png;Anger;0.2361;Sadness;Sadness;Sadness;0;0;0;0;0
22;3;9;1700830161323.png;Disgust;0.785;Anger;Disgust;Fear;0;1;0;1;0
22;3;10;1700830162660.png;Anger;0.2157;Neutral;Neutral;Sadness;0;0;0;0;0
22;3;11;1700830165492.png;Happiness;0.6319;Happiness;Happiness;Happiness;1;1;1;3;1
22;3;12;1700830167084.png;Neutral;0.5583;Neutral;Neutral;Neutral;1;1;1;3;1
22;3;13;1700830169383.png;Surprise;0.7329;Surprise;Surprise;Surprise;1;1;1;3;1
22;3;14;1700830171915.png;Neutral;0.564;Neutral;Neutral;Neutral;1;1;1;3;1
22;3;15;1700830172785.png;Sadness;0.3396;Neutral;Neutral;Neutral;0;0;0;0;0
22;3;16;1700830175890.png;Fear;0.0215;Neutral;Neutral;Neutral;0;0;0;0;0
22;3;17;1700830177822.png;Happiness;0.4581;Happiness;Happiness;Happiness;1;1;1;3;1
22;3;18;1700830180046.png;Disgust;0.035;Sadness;Neutral;Sadness;0;0;0;0;0
22;3;19;1700830181846.png;Surprise;0.7653;Surprise;Fear;Fear;1;0;0;1;0
22;3;20;1700830182718.png;Fear;0.0911;Neutral;Neutral;Neutral;0;0;0;0;0
22;4;0;1700830329998.png;Disgust;0.024;Sadness;Anger;Anger;0;0;0;0;0
22;4;1;1700830331023.png;Sadness;0.3745;Disgust;Disgust;Anger;0;0;0;0;0
22;4;2;1700830332630.png;Neutral;0.5;Neutral;Neutral;Disgust;1;1;0;2;1
22;4;3;1700830335225.png;Surprise;0.6539;Surprise;Fear;Surprise;1;0;1;2;1
22;4;4;1700830336094.png;Neutral;0.5044;Neutral;Neutral;Neutral;1;1;1;3;1
22;4;5;1700830338720.png;Neutral;0.5293;Neutral;Neutral;Neutral;1;1;1;3;1
22;4;6;1700830340495.png;Happiness;0.5716;Happiness;Happiness;Happiness;1;1;1;3;1
22;4;7;1700830341752.png;Anger;0.2391;Sadness;Anger;Anger;0;1;1;2;1
22;4;8;1700830343178.png;Sadness;0.3442;Neutral;Neutral;Anger;0;0;0;0;0
22;4;9;1700830345619.png;Fear;0.0754;Surprise;Surprise;Surprise;0;0;0;0;0
22;4;10;1700830347099.png;Anger;0.2088;Neutral;Neutral;Anger;0;0;1;1;0
22;4;11;1700830348817.png;Happiness;0.4551;Happiness;Happiness;Happiness;1;1;1;3;1
22;4;12;1700830350145.png;Disgust;0.2066;Happiness;Happiness;Neutral;0;0;0;0;0
22;4;13;1700830352341.png;Happiness;0.1423;Neutral;Happiness;Neutral;0;1;0;1;0
22;4;14;1700830354623.png;Anger;0.2259;Sadness;Sadness;Disgust;0;0;0;0;0
22;4;15;1700830355323.png;Disgust;0.0941;Neutral;Sadness;Anger;0;0;0;0;0
22;4;16;1700830357857.png;Fear;0.1653;Neutral;Fear;Neutral;0;1;0;1;0
22;4;17;1700830358828.png;Sadness;0.4198;Neutral;Neutral;Neutral;0;0;0;0;0
22;4;18;1700830361054.png;Neutral;0.4444;Neutral;Neutral;Neutral;1;1;1;3;1
22;4;19;1700830363061.png;Surprise;0.7009;Surprise;Surprise;Surprise;1;1;1;3;1
22;4;20;1700830364176.png;Sadness;0.4694;Neutral;Neutral;Fear;0;0;0;0;0
22;4;21;1700830366681.png;Surprise;0.3865;Disgust;Fear;Surprise;0;0;1;1;0
22;4;22;1700830368478.png;Anger;0.2685;Sadness;Sadness;Anger;0;0;1;1;0
22;4;23;1700830370050.png;Fear;0.0456;Sadness;Neutral;Neutral;0;0;0;0;0
22;4;24;1700830371971.png;Happiness;0.2676;Happiness;Happiness;Happiness;1;1;1;3;1
22;4;25;1700830373022.png;Fear;0.0242;Neutral;Neutral;Neutral;0;0;0;0;0
22;4;26;1700830375633.png;Disgust;0.0439;Neutral;Neutral;Neutral;0;0;0;0;0
22;4;27;1700830377179.png;Surprise;0.1264;Happiness;Happiness;Disgust;0;0;0;0;0
23;1;0;1701085393371.png;Anger;0.5291;Sadness;Sadness;Sadness;0;0;0;0;0
23;1;1;1701085397170.png;Sadness;0.275;Sadness;Sadness;Sadness;1;1;1;3;1
23;1;2;1701085399209.png;Happiness;0.9487;Happiness;Happiness;Happiness;1;1;1;3;1
23;1;3;1701085400742.png;Anger;0.5419;Sadness;Sadness;Sadness;0;0;0;0;0
23;1;4;1701085403389.png;Anger;0.5084;Sadness;Sadness;Anger;0;0;1;1;0
23;1;5;1701085406198.png;Sadness;0.2587;Sadness;Sadness;Anger;1;1;0;2;1
23;1;6;1701085409026.png;Happiness;0.943;Happiness;Happiness;Happiness;1;1;1;3;1
23;1;7;1701085411341.png;Sadness;0.2099;Sadness;Sadness;Sadness;1;1;1;3;1
23;1;8;1701085414568.png;Happiness;0.9868;Happiness;Happiness;Happiness;1;1;1;3;1
23;2;0;1701085482708.png;Neutral;0.4943;Neutral;Neutral;Neutral;1;1;1;3;1
23;2;1;1701085485895.png;Disgust;0.8979;Sadness;Sadness;Anger;0;0;0;0;0
23;2;2;1701085488586.png;Surprise;0.9038;Surprise;Surprise;Surprise;1;1;1;3;1
23;2;3;1701085490489.png;Fear;0.3984;Fear;Fear;Fear;1;1;1;3;1
23;2;4;1701085493540.png;Disgust;0.8134;Fear;Disgust;Anger;0;1;0;1;0
23;2;5;1701085495679.png;Disgust;0.5284;Anger;Disgust;Disgust;0;1;1;2;1
23;2;6;1701085498049.png;Fear;0.0192;Happiness;Fear;Surprise;0;1;0;1;0
23;2;7;1701085500311.png;Neutral;0.5291;Happiness;Neutral;Neutral;0;1;1;2;1
23;2;8;1701085503372.png;Surprise;0.866;Surprise;Surprise;Surprise;1;1;1;3;1
23;2;9;1701085505780.png;Surprise;0.8952;Surprise;Surprise;Surprise;1;1;1;3;1
23;2;10;1701085508188.png;Fear;0.0965;Neutral;Fear;Fear;0;1;1;2;1
23;2;11;1701085510979.png;Neutral;0.509;Neutral;Neutral;Neutral;1;1;1;3;1
23;3;0;1701085603025.png;Neutral;0.5304;Neutral;Neutral;Neutral;1;1;1;3;1
23;3;1;1701085605407.png;Disgust;0.5936;Fear;Disgust;Disgust;0;1;1;2;1
23;3;2;1701085606801.png;Anger;0.3611;Anger;Anger;Anger;1;1;1;3;1
23;3;3;1701085609204.png;Surprise;0.907;Surprise;Surprise;Surprise;1;1;1;3;1
23;3;4;1701085611540.png;Happiness;0.9853;Happiness;Happiness;Happiness;1;1;1;3;1
23;3;5;1701085612711.png;Fear;0.081;Fear;Fear;Fear;1;1;1;3;1
23;3;6;1701085614805.png;Sadness;0.2538;Sadness;Sadness;Neutral;1;1;0;2;1
23;3;7;1701085617891.png;Sadness;0.2391;Sadness;Sadness;Sadness;1;1;1;3;1
23;3;8;1701085619479.png;Anger;0.3807;Anger;Anger;Anger;1;1;1;3;1
23;3;9;1701085621175.png;Disgust;0.9341;Anger;Disgust;Disgust;0;1;1;2;1
23;3;10;1701085622872.png;Anger;0.4808;Anger;Anger;Anger;1;1;1;3;1
23;3;11;1701085625896.png;Happiness;0.934;Happiness;Happiness;Happiness;1;1;1;3;1
23;3;12;1701085627774.png;Neutral;0.4946;Neutral;Neutral;Neutral;1;1;1;3;1
23;3;13;1701085629667.png;Surprise;0.4737;Surprise;Fear;Surprise;1;0;1;2;1
23;3;14;1701085630752.png;Neutral;0.5419;Happiness;Neutral;Neutral;0;1;1;2;1
23;3;15;1701085633973.png;Sadness;0.2274;Sadness;Sadness;Sadness;1;1;1;3;1
23;3;16;1701085635772.png;Fear;0.1719;Fear;Fear;Fear;1;1;1;3;1
23;3;17;1701085637199.png;Happiness;0.9339;Happiness;Happiness;Happiness;1;1;1;3;1
23;3;18;1701085639668.png;Disgust;0.3808;Fear;Disgust;Disgust;0;1;1;2;1
23;3;19;1701085641308.png;Surprise;0.8565;Surprise;Fear;Fear;1;0;0;1;0
23;3;20;1701085643199.png;Fear;0.1065;Fear;Fear;Fear;1;1;1;3;1
23;4;0;1701085783312.png;Disgust;0.6768;Fear;Disgust;Disgust;0;1;1;2;1
23;4;1;1701085784771.png;Sadness;0.2458;Sadness;Sadness;Anger;1;1;0;2;1
23;4;2;1701085786811.png;Neutral;0.4813;Neutral;Neutral;Neutral;1;1;1;3;1
23;4;3;1701085788374.png;Surprise;0.8823;Surprise;Surprise;Surprise;1;1;1;3;1
23;4;4;1701085789639.png;Neutral;0.4591;Neutral;Neutral;Neutral;1;1;1;3;1
23;4;5;1701085791397.png;Neutral;0.4591;Neutral;Neutral;Neutral;1;1;1;3;1
23;4;6;1701085793939.png;Happiness;0.9873;Happiness;Happiness;Happiness;1;1;1;3;1
23;4;7;1701085795548.png;Anger;0.5325;Anger;Anger;Anger;1;1;1;3;1
23;4;8;1701085796688.png;Sadness;0.2713;Sadness;Sadness;Sadness;1;1;1;3;1
23;4;9;1701085798672.png;Fear;0.105;Anger;Fear;Fear;0;1;1;2;1
23;4;10;1701085800908.png;Anger;0.4715;Anger;Anger;Anger;1;1;1;3;1
23;4;11;1701085802372.png;Happiness;0.933;Happiness;Happiness;Happiness;1;1;1;3;1
23;4;12;1701085804610.png;Disgust;0.882;Fear;Disgust;Disgust;0;1;1;2;1
23;4;13;1701085805933.png;Happiness;0.9436;Happiness;Happiness;Happiness;1;1;1;3;1
23;4;14;1701085807269.png;Anger;0.4219;Anger;Anger;Anger;1;1;1;3;1
23;4;15;1701085809428.png;Disgust;0.9343;Fear;Disgust;Disgust;0;1;1;2;1
23;4;16;1701085810970.png;Fear;0.0545;Happiness;Fear;Fear;0;1;1;2;1
